visType,labelType,framing,dataSize,truncationLevel,trendDirection,slope,id,index,training,rt,timestamp,qTrend,qSeverity,qFirst,qLast,correct,firstX,lastX,exp,x0,x1,x2
bottomgradbar,none,trend,2,0.5,-1,0.125,5ccc9e18e776040001ddadc7,18,,10841,Wed Jul 17 2019 15:31:53 GMT-0700 (Pacific Daylight Time),-1,3,1,0.9,1,1,0.9375,exp3,1,0.9375,
bar,none,trend,3,0,1,0.125,5ccc9e18e776040001ddadc7,19,,11269,Wed Jul 17 2019 15:32:06 GMT-0700 (Pacific Daylight Time),1,2,0.55,0.6,1,0.55,0.633333333,exp3,0.55,0.599889339,0.633333333
bar,none,trend,2,0,1,0.25,5ccc9e18e776040001ddadc7,20,,13951,Wed Jul 17 2019 15:32:21 GMT-0700 (Pacific Daylight Time),1,3,0.5,0.6,1,0.55,0.675,exp3,0.55,0.675,
bottomgradbar,none,trend,2,0.5,1,0.25,5ccc9e18e776040001ddadc7,21,,14043,Wed Jul 17 2019 15:32:37 GMT-0700 (Pacific Daylight Time),1,3,0.55,0.65,1,0.55,0.675,exp3,0.55,0.675,
bar,none,trend,2,0.5,-1,0.125,5ccc9e18e776040001ddadc7,22,,11109,Wed Jul 17 2019 15:32:49 GMT-0700 (Pacific Daylight Time),-1,3,1,0.9,1,1,0.9375,exp3,1,0.9375,
brokenbar,none,trend,3,0.5,-1,0.25,5ccc9e18e776040001ddadc7,23,,23324,Wed Jul 17 2019 15:33:14 GMT-0700 (Pacific Daylight Time),-1,3,1,0.8,1,1,0.833333333,exp3,1,0.896630148,0.833333333
bottomgradbar,none,trend,3,0.5,-1,0.25,5ccc9e18e776040001ddadc7,24,,11013,Wed Jul 17 2019 15:33:26 GMT-0700 (Pacific Daylight Time),-1,3,1,0.75,1,1,0.833333333,exp3,1,0.91141125,0.833333333
brokenbar,none,trend,3,0,-1,0.25,5ccc9e18e776040001ddadc7,25,,13451,Wed Jul 17 2019 15:33:41 GMT-0700 (Pacific Daylight Time),-1,2,1,0.85,1,1,0.833333333,exp3,1,0.900622134,0.833333333
brokenbar,none,trend,2,0.5,-1,0.25,5ccc9e18e776040001ddadc7,26,,18920,Wed Jul 17 2019 15:34:01 GMT-0700 (Pacific Daylight Time),-1,3,1,0.9,1,1,0.875,exp3,1,0.875,
brokenbar,none,trend,2,0,1,0.25,5ccc9e18e776040001ddadc7,27,,12681,Wed Jul 17 2019 15:34:15 GMT-0700 (Pacific Daylight Time),1,3,0.55,0.65,1,0.55,0.675,exp3,0.55,0.675,
bottomgradbar,none,trend,3,0,-1,0.25,5ccc9e18e776040001ddadc7,28,,54897,Wed Jul 17 2019 15:35:11 GMT-0700 (Pacific Daylight Time),1,2,1,0.85,0,1,0.833333333,exp3,1,0.913662766,0.833333333
bottomgradbar,none,trend,3,0.25,-1,0.125,5ccc9e18e776040001ddadc7,29,,12573,Wed Jul 17 2019 15:35:26 GMT-0700 (Pacific Daylight Time),-1,2,1,0.9,1,1,0.916666667,exp3,1,0.964733001,0.916666667
brokenbar,none,trend,2,0.25,-1,0.25,5ccc9e18e776040001ddadc7,30,,20169,Wed Jul 17 2019 15:35:47 GMT-0700 (Pacific Daylight Time),-1,3,1,0.9,1,1,0.875,exp3,1,0.875,
bar,none,trend,3,0.5,1,0.125,5ccc9e18e776040001ddadc7,31,,12978,Wed Jul 17 2019 15:36:02 GMT-0700 (Pacific Daylight Time),1,2,0.55,0.65,1,0.55,0.633333333,exp3,0.55,0.581858997,0.633333333
bar,none,trend,3,0.25,1,0.25,5ccc9e18e776040001ddadc7,32,,15203,Wed Jul 17 2019 15:36:23 GMT-0700 (Pacific Daylight Time),1,3,0.5,0.7,1,0.55,0.716666667,exp3,0.55,0.613596257,0.716666667
bottomgradbar,none,trend,2,0.25,1,0.25,5ccc9e18e776040001ddadc7,33,,11369,Wed Jul 17 2019 15:36:36 GMT-0700 (Pacific Daylight Time),1,3,0.5,0.65,1,0.55,0.675,exp3,0.55,0.675,
bar,none,trend,3,0.5,1,0.25,5ccc9e18e776040001ddadc7,34,,11643,Wed Jul 17 2019 15:36:49 GMT-0700 (Pacific Daylight Time),1,3,0.55,0.7,1,0.55,0.716666667,exp3,0.55,0.643189771,0.716666667
brokenbar,none,trend,3,0,-1,0.125,5ccc9e18e776040001ddadc7,35,,11574,Wed Jul 17 2019 15:37:02 GMT-0700 (Pacific Daylight Time),-1,2,1,0.9,1,1,0.916666667,exp3,1,0.960309509,0.916666667
brokenbar,none,trend,2,0.5,1,0.125,5ccc9e18e776040001ddadc7,36,,14225,Wed Jul 17 2019 15:37:18 GMT-0700 (Pacific Daylight Time),1,2,0.55,0.65,1,0.55,0.6125,exp3,0.55,0.6125,
brokenbar,none,trend,3,0.25,-1,0.125,5ccc9e18e776040001ddadc7,37,,14960,Wed Jul 17 2019 15:37:35 GMT-0700 (Pacific Daylight Time),-1,2,1,0.9,1,1,0.916666667,exp3,1,0.953436253,0.916666667
bottomgradbar,none,trend,2,0,1,0.25,5ccc9e18e776040001ddadc7,38,,10865,Wed Jul 17 2019 15:37:47 GMT-0700 (Pacific Daylight Time),1,2,0.55,0.65,1,0.55,0.675,exp3,0.55,0.675,
bottomgradbar,none,trend,2,0,1,0.125,5ccc9e18e776040001ddadc7,39,,18121,Wed Jul 17 2019 15:38:12 GMT-0700 (Pacific Daylight Time),1,2,0.6,0.65,1,0.55,0.6125,exp3,0.55,0.6125,
bar,none,trend,2,0,-1,0.125,5ccc9e18e776040001ddadc7,40,,10933,Wed Jul 17 2019 15:38:25 GMT-0700 (Pacific Daylight Time),-1,2,1,0.95,1,1,0.9375,exp3,1,0.9375,
bottomgradbar,none,trend,2,0.25,-1,0.125,5ccc9e18e776040001ddadc7,41,,9236,Wed Jul 17 2019 15:38:36 GMT-0700 (Pacific Daylight Time),-1,3,1,0.9,1,1,0.9375,exp3,1,0.9375,
bar,none,trend,2,0.25,-1,0.125,5ccc9e18e776040001ddadc7,42,,18879,Wed Jul 17 2019 15:39:00 GMT-0700 (Pacific Daylight Time),-1,2,1,0.93,1,1,0.9375,exp3,1,0.9375,
brokenbar,none,trend,2,0.25,1,0.125,5ccc9e18e776040001ddadc7,43,,9863,Wed Jul 17 2019 15:39:17 GMT-0700 (Pacific Daylight Time),1,2,0.55,0.65,1,0.55,0.6125,exp3,0.55,0.6125,
bar,none,trend,2,0.25,-1,0.25,5ccc9e18e776040001ddadc7,44,,34190,Wed Jul 17 2019 15:39:52 GMT-0700 (Pacific Daylight Time),-1,2,1,0.9,1,1,0.875,exp3,1,0.875,
bottomgradbar,none,trend,3,0,1,0.125,5d08b0a18f881d00191f2976,1,1,26140,Wed Jul 17 2019 23:42:20 GMT 0100 (British Summer Time),1,2,0.5,0.6,1,0.55,0.633333333,exp3,0.55,0.587752039,0.633333333
bottomgradbar,none,trend,3,0.5,-1,0.25,5d08b0a18f881d00191f2976,2,1,29479,Wed Jul 17 2019 23:42:52 GMT 0100 (British Summer Time),-1,4,1,0.7,1,1,0.833333333,exp3,1,0.91842088,0.833333333
brokenbar,none,trend,2,0.5,-1,0.25,5d08b0a18f881d00191f2976,3,1,21894,Wed Jul 17 2019 23:43:16 GMT 0100 (British Summer Time),-1,3,1,0.9,1,1,0.875,exp3,1,0.875,
bottomgradbar,none,trend,3,0,1,0.25,5d08b0a18f881d00191f2976,4,1,15619,Wed Jul 17 2019 23:43:36 GMT 0100 (British Summer Time),1,3,0.5,0.7,1,0.55,0.716666667,exp3,0.55,0.629660455,0.716666667
bottomgradbar,none,trend,3,0,-1,0.25,5d08b0a18f881d00191f2976,5,1,13601,Wed Jul 17 2019 23:43:51 GMT 0100 (British Summer Time),-1,3,1,0.8,1,1,0.833333333,exp3,1,0.904035044,0.833333333
bar,none,trend,2,0.5,1,0.125,5d08b0a18f881d00191f2976,6,1,32991,Wed Jul 17 2019 23:44:26 GMT 0100 (British Summer Time),1,2,0.54,0.6,1,0.55,0.6125,exp3,0.55,0.6125,
brokenbar,none,trend,2,0,1,0.125,5d08b0a18f881d00191f2976,7,1,9993,Wed Jul 17 2019 23:44:38 GMT 0100 (British Summer Time),1,2,0.5,0.55,1,0.55,0.6125,exp3,0.55,0.6125,
bar,none,trend,2,0.5,-1,0.125,5d08b0a18f881d00191f2976,8,1,27572,Wed Jul 17 2019 23:45:08 GMT 0100 (British Summer Time),-1,3,1,0.93,1,1,0.9375,exp3,1,0.9375,
bar,none,trend,2,0,-1,0.25,5d08b0a18f881d00191f2976,9,,24466,Wed Jul 17 2019 23:45:35 GMT 0100 (British Summer Time),-1,3,1,0.85,1,1,0.875,exp3,1,0.875,
bottomgradbar,none,trend,3,0,-1,0.25,5d08b0a18f881d00191f2976,10,,13271,Wed Jul 17 2019 23:45:50 GMT 0100 (British Summer Time),-1,3,1,0.8,1,1,0.833333333,exp3,1,0.928893931,0.833333333
brokenbar,none,trend,3,0.25,-1,0.125,5d08b0a18f881d00191f2976,11,,33557,Wed Jul 17 2019 23:46:26 GMT 0100 (British Summer Time),-1,2,1,0.91,1,1,0.916666667,exp3,1,0.967944681,0.916666667
bar,none,trend,3,0.25,1,0.125,5d08b0a18f881d00191f2976,12,,45561,Wed Jul 17 2019 23:47:13 GMT 0100 (British Summer Time),1,2,0.55,0.65,1,0.55,0.633333333,exp3,0.55,0.601155144,0.633333333
brokenbar,none,trend,3,0,1,0.125,5d08b0a18f881d00191f2976,13,,13314,Wed Jul 17 2019 23:47:28 GMT 0100 (British Summer Time),1,2,0.5,0.6,1,0.55,0.633333333,exp3,0.55,0.58595499,0.633333333
bottomgradbar,none,trend,2,0.25,1,0.25,5d08b0a18f881d00191f2976,14,,75778,Wed Jul 17 2019 23:48:47 GMT 0100 (British Summer Time),1,3,0.53,0.63,1,0.55,0.675,exp3,0.55,0.675,
bottomgradbar,none,trend,3,0,1,0.125,5d08b0a18f881d00191f2976,15,,12864,Wed Jul 17 2019 23:49:02 GMT 0100 (British Summer Time),1,2,0.5,0.6,1,0.55,0.633333333,exp3,0.55,0.587475426,0.633333333
bottomgradbar,none,trend,3,0.5,1,0.25,5d08b0a18f881d00191f2976,16,,12825,Wed Jul 17 2019 23:49:17 GMT 0100 (British Summer Time),1,3,0.55,0.7,1,0.55,0.716666667,exp3,0.55,0.641852167,0.716666667
brokenbar,none,trend,3,0.5,-1,0.125,5d08b0a18f881d00191f2976,17,,9109,Wed Jul 17 2019 23:49:28 GMT 0100 (British Summer Time),-1,2,1,0.9,1,1,0.916666667,exp3,1,0.962073466,0.916666667
bottomgradbar,none,trend,2,0,1,0.25,5d08b0a18f881d00191f2976,18,,12756,Wed Jul 17 2019 23:49:42 GMT 0100 (British Summer Time),1,3,0.5,0.6,1,0.55,0.675,exp3,0.55,0.675,
brokenbar,none,trend,2,0.25,-1,0.125,5d08b0a18f881d00191f2976,19,,18758,Wed Jul 17 2019 23:50:03 GMT 0100 (British Summer Time),-1,2,1,0.93,1,1,0.9375,exp3,1,0.9375,
bar,none,trend,2,0.5,-1,0.125,5d08b0a18f881d00191f2976,20,,29353,Wed Jul 17 2019 23:50:34 GMT 0100 (British Summer Time),-1,3,1,0.93,1,1,0.9375,exp3,1,0.9375,
bar,none,trend,2,0,1,0.125,5d08b0a18f881d00191f2976,21,,11151,Wed Jul 17 2019 23:50:47 GMT 0100 (British Summer Time),1,3,0.5,0.6,1,0.55,0.6125,exp3,0.55,0.6125,
bar,none,trend,2,0.25,1,0.125,5d08b0a18f881d00191f2976,22,,21992,Wed Jul 17 2019 23:51:11 GMT 0100 (British Summer Time),1,2,0.55,0.6,1,0.55,0.6125,exp3,0.55,0.6125,
bar,none,trend,2,0.25,1,0.25,5d08b0a18f881d00191f2976,23,,34406,Wed Jul 17 2019 23:51:47 GMT 0100 (British Summer Time),1,3,0.55,0.64,1,0.55,0.675,exp3,0.55,0.675,
bar,none,trend,3,0.5,1,0.25,5d08b0a18f881d00191f2976,24,,8335,Wed Jul 17 2019 23:51:57 GMT 0100 (British Summer Time),1,3,0.55,0.7,1,0.55,0.716666667,exp3,0.55,0.645911796,0.716666667
bottomgradbar,none,trend,2,0.5,1,0.125,5d08b0a18f881d00191f2976,25,,29201,Wed Jul 17 2019 23:52:28 GMT 0100 (British Summer Time),1,2,0.53,0.62,1,0.55,0.6125,exp3,0.55,0.6125,
bottomgradbar,none,trend,2,0,-1,0.125,5d08b0a18f881d00191f2976,26,,13243,Wed Jul 17 2019 23:52:43 GMT 0100 (British Summer Time),-1,3,1,0.93,1,1,0.9375,exp3,1,0.9375,
brokenbar,none,trend,2,0,-1,0.25,5d08b0a18f881d00191f2976,27,,19969,Wed Jul 17 2019 23:53:05 GMT 0100 (British Summer Time),-1,4,1,0.85,1,1,0.875,exp3,1,0.875,
bar,none,trend,2,0.5,-1,0.25,5d08b0a18f881d00191f2976,28,,16669,Wed Jul 17 2019 23:53:23 GMT 0100 (British Summer Time),-1,5,1,0.7,1,1,0.875,exp3,1,0.875,
brokenbar,none,trend,2,0.5,1,0.25,5d08b0a18f881d00191f2976,29,,16882,Wed Jul 17 2019 23:53:42 GMT 0100 (British Summer Time),1,3,0.54,0.66,1,0.55,0.675,exp3,0.55,0.675,
brokenbar,none,trend,2,0,-1,0.125,5d08b0a18f881d00191f2976,30,,18095,Wed Jul 17 2019 23:54:02 GMT 0100 (British Summer Time),-1,3,1,0.93,1,1,0.9375,exp3,1,0.9375,
bar,none,trend,3,0.5,1,0.125,5d08b0a18f881d00191f2976,31,,19335,Wed Jul 17 2019 23:54:24 GMT 0100 (British Summer Time),1,3,0.54,0.63,1,0.55,0.633333333,exp3,0.55,0.581652315,0.633333333
bar,none,trend,3,0,-1,0.25,5d08b0a18f881d00191f2976,32,,12272,Wed Jul 17 2019 23:54:38 GMT 0100 (British Summer Time),-1,3,1,0.8,1,1,0.833333333,exp3,1,0.922442078,0.833333333
bottomgradbar,none,trend,2,0.25,1,0.125,5d08b0a18f881d00191f2976,33,,19300,Wed Jul 17 2019 23:55:00 GMT 0100 (British Summer Time),1,3,0.55,0.6,1,0.55,0.6125,exp3,0.55,0.6125,
bottomgradbar,none,trend,3,0.25,-1,0.25,5d08b0a18f881d00191f2976,34,,17960,Wed Jul 17 2019 23:55:19 GMT 0100 (British Summer Time),-1,3,1,0.78,1,1,0.833333333,exp3,1,0.920186859,0.833333333
brokenbar,none,trend,3,0,1,0.25,5d08b0a18f881d00191f2976,35,,19797,Wed Jul 17 2019 23:55:41 GMT 0100 (British Summer Time),1,4,0.5,0.7,1,0.55,0.716666667,exp3,0.55,0.651024588,0.716666667
bottomgradbar,none,trend,3,0.25,1,0.125,5d08b0a18f881d00191f2976,36,,22573,Wed Jul 17 2019 23:56:06 GMT 0100 (British Summer Time),1,2,0.55,0.65,1,0.55,0.633333333,exp3,0.55,0.587836747,0.633333333
brokenbar,none,trend,2,0.5,1,0.125,5d08b0a18f881d00191f2976,37,,15278,Wed Jul 17 2019 23:56:23 GMT 0100 (British Summer Time),1,3,0.53,0.6,1,0.55,0.6125,exp3,0.55,0.6125,
bottomgradbar,none,trend,3,0.5,-1,0.125,5d08b0a18f881d00191f2976,38,,15991,Wed Jul 17 2019 23:56:41 GMT 0100 (British Summer Time),-1,3,1,0.9,1,1,0.916666667,exp3,1,0.953644083,0.916666667
bar,none,trend,3,0,1,0.125,5d08b0a18f881d00191f2976,39,,19094,Wed Jul 17 2019 23:57:02 GMT 0100 (British Summer Time),1,2,0.5,0.58,1,0.55,0.633333333,exp3,0.55,0.597983424,0.633333333
bottomgradbar,none,trend,2,0.5,1,0.25,5d08b0a18f881d00191f2976,40,,21158,Wed Jul 17 2019 23:57:25 GMT 0100 (British Summer Time),1,4,0.54,0.7,1,0.55,0.675,exp3,0.55,0.675,
brokenbar,none,trend,3,0.25,-1,0.25,5d08b0a18f881d00191f2976,41,,31383,Wed Jul 17 2019 23:57:58 GMT 0100 (British Summer Time),-1,3,1,0.8,1,1,0.833333333,exp3,1,0.912892038,0.833333333
bar,none,trend,3,0.25,1,0.25,5d08b0a18f881d00191f2976,42,,15617,Wed Jul 17 2019 23:58:16 GMT 0100 (British Summer Time),1,3,0.55,0.65,1,0.55,0.716666667,exp3,0.55,0.616533533,0.716666667
brokenbar,none,trend,3,0.5,-1,0.25,5d08b0a18f881d00191f2976,43,,18601,Wed Jul 17 2019 23:58:37 GMT 0100 (British Summer Time),-1,4,1,0.8,1,1,0.833333333,exp3,1,0.914018481,0.833333333
brokenbar,none,trend,2,0.25,1,0.25,5d08b0a18f881d00191f2976,44,,21194,Wed Jul 17 2019 23:59:00 GMT 0100 (British Summer Time),1,4,0.56,0.65,1,0.55,0.675,exp3,0.55,0.675,
brokenbar,none,trend,3,0.5,1,0.125,5d1a960338cc6a00177aae2a,1,1,58429,Thu Jul 18 2019 01:52:26 GMT 0300 (Eastern European Summer Time),1,2,0.54,0.62,1,0.55,0.633333333,exp3,0.55,0.601580006,0.633333333
bottomgradbar,none,trend,2,0.5,1,0.25,5d1a960338cc6a00177aae2a,2,1,69997,Thu Jul 18 2019 01:53:39 GMT 0300 (Eastern European Summer Time),1,3,0.54,0.62,1,0.55,0.675,exp3,0.55,0.675,
brokenbar,none,trend,3,0,1,0.125,5d1a960338cc6a00177aae2a,3,1,71568,Thu Jul 18 2019 01:54:54 GMT 0300 (Eastern European Summer Time),1,2,0.65,0.7,1,0.55,0.633333333,exp3,0.55,0.599683215,0.633333333
bar,none,trend,3,0,1,0.125,5d1a960338cc6a00177aae2a,4,1,33571,Thu Jul 18 2019 01:55:31 GMT 0300 (Eastern European Summer Time),1,1,0.6,0.64,1,0.55,0.633333333,exp3,0.55,0.595462135,0.633333333
bar,none,trend,2,0.5,-1,0.125,5d1a960338cc6a00177aae2a,5,1,69481,Thu Jul 18 2019 01:56:46 GMT 0300 (Eastern European Summer Time),-1,4,1,0.9,1,1,0.9375,exp3,1,0.9375,
bottomgradbar,none,trend,2,0,-1,0.25,5d1a960338cc6a00177aae2a,6,1,24741,Thu Jul 18 2019 01:57:13 GMT 0300 (Eastern European Summer Time),-1,4,1,0.9,1,1,0.875,exp3,1,0.875,
brokenbar,none,trend,2,0.5,1,0.25,5d1a960338cc6a00177aae2a,7,1,38809,Thu Jul 18 2019 01:57:56 GMT 0300 (Eastern European Summer Time),1,4,0.55,0.65,1,0.55,0.675,exp3,0.55,0.675,
brokenbar,none,trend,3,0,1,0.25,5d1a960338cc6a00177aae2a,8,1,14960,Thu Jul 18 2019 01:58:18 GMT 0300 (Eastern European Summer Time),1,3,0.55,0.65,1,0.55,0.716666667,exp3,0.55,0.642744588,0.716666667
bottomgradbar,none,trend,2,0.25,1,0.25,5d1a960338cc6a00177aae2a,9,,63460,Thu Jul 18 2019 01:59:24 GMT 0300 (Eastern European Summer Time),1,4,0.5,0.6,1,0.55,0.675,exp3,0.55,0.675,
bar,none,trend,2,0.25,-1,0.125,5d1a960338cc6a00177aae2a,10,,43263,Thu Jul 18 2019 02:00:10 GMT 0300 (Eastern European Summer Time),-1,5,1,0.8,1,1,0.9375,exp3,1,0.9375,
brokenbar,none,trend,3,0.25,-1,0.125,5d1a960338cc6a00177aae2a,11,,34800,Thu Jul 18 2019 02:00:50 GMT 0300 (Eastern European Summer Time),-1,4,1,0.76,1,1,0.916666667,exp3,1,0.948634931,0.916666667
brokenbar,none,trend,2,0.5,1,0.125,5d1a960338cc6a00177aae2a,12,,38787,Thu Jul 18 2019 02:01:33 GMT 0300 (Eastern European Summer Time),1,3,0.56,0.61,1,0.55,0.6125,exp3,0.55,0.6125,
bottomgradbar,none,trend,3,0.5,1,0.125,5d1a960338cc6a00177aae2a,13,,27477,Thu Jul 18 2019 02:02:08 GMT 0300 (Eastern European Summer Time),1,3,0.55,0.61,1,0.55,0.633333333,exp3,0.55,0.590178426,0.633333333
bar,none,trend,3,0.5,-1,0.125,5d1a960338cc6a00177aae2a,14,,33362,Thu Jul 18 2019 02:02:52 GMT 0300 (Eastern European Summer Time),-1,1,1,0.95,1,1,0.916666667,exp3,1,0.958916457,0.916666667
bottomgradbar,none,trend,2,0,1,0.125,5d1a960338cc6a00177aae2a,15,,34772,Thu Jul 18 2019 02:03:30 GMT 0300 (Eastern European Summer Time),1,2,0.5,0.53,1,0.55,0.6125,exp3,0.55,0.6125,
bar,none,trend,3,0.25,-1,0.25,5d1a960338cc6a00177aae2a,16,,19596,Thu Jul 18 2019 02:03:56 GMT 0300 (Eastern European Summer Time),-1,4,1,0.74,1,1,0.833333333,exp3,1,0.916512177,0.833333333
bar,none,trend,3,0.5,1,0.25,5d1a960338cc6a00177aae2a,17,,32597,Thu Jul 18 2019 02:04:32 GMT 0300 (Eastern European Summer Time),1,3,0.55,0.67,1,0.55,0.716666667,exp3,0.55,0.629373381,0.716666667
brokenbar,none,trend,3,0,1,0.125,5d1a960338cc6a00177aae2a,18,,15818,Thu Jul 18 2019 02:04:54 GMT 0300 (Eastern European Summer Time),1,1,0.5,0.55,1,0.55,0.633333333,exp3,0.55,0.594312903,0.633333333
bottomgradbar,none,trend,2,0.5,-1,0.125,5d1a960338cc6a00177aae2a,19,,39866,Thu Jul 18 2019 02:05:36 GMT 0300 (Eastern European Summer Time),-1,4,1,0.84,1,1,0.9375,exp3,1,0.9375,
bar,none,trend,3,0,-1,0.25,5d1a960338cc6a00177aae2a,20,,19407,Thu Jul 18 2019 02:06:02 GMT 0300 (Eastern European Summer Time),-1,3,1,0.9,1,1,0.833333333,exp3,1,0.937206824,0.833333333
bar,none,trend,2,0,1,0.125,5d1a960338cc6a00177aae2a,21,,63433,Thu Jul 18 2019 02:07:13 GMT 0300 (Eastern European Summer Time),1,1,0.5,0.52,1,0.55,0.6125,exp3,0.55,0.6125,
bar,none,trend,2,0.5,-1,0.25,5d1a960338cc6a00177aae2a,22,,18771,Thu Jul 18 2019 02:07:40 GMT 0300 (Eastern European Summer Time),-1,5,1,0.85,1,1,0.875,exp3,1,0.875,
brokenbar,none,trend,2,0,1,0.125,5d1a960338cc6a00177aae2a,23,,20627,Thu Jul 18 2019 02:08:05 GMT 0300 (Eastern European Summer Time),1,1,0.53,0.56,1,0.55,0.6125,exp3,0.55,0.6125,
brokenbar,none,trend,3,0.5,-1,0.25,5d1a960338cc6a00177aae2a,24,,22650,Thu Jul 18 2019 02:08:32 GMT 0300 (Eastern European Summer Time),-1,4,1,0.8,1,1,0.833333333,exp3,1,0.930717885,0.833333333
brokenbar,none,trend,2,0.25,-1,0.125,5d1a960338cc6a00177aae2a,25,,32055,Thu Jul 18 2019 02:09:06 GMT 0300 (Eastern European Summer Time),-1,2,1,0.97,1,1,0.9375,exp3,1,0.9375,
bottomgradbar,none,trend,3,0,1,0.125,5d1a960338cc6a00177aae2a,26,,13080,Thu Jul 18 2019 02:09:25 GMT 0300 (Eastern European Summer Time),1,1,0.5,0.56,1,0.55,0.633333333,exp3,0.55,0.592242598,0.633333333
bottomgradbar,none,trend,3,0.25,-1,0.125,5d1a960338cc6a00177aae2a,27,,20247,Thu Jul 18 2019 02:09:51 GMT 0300 (Eastern European Summer Time),-1,1,1,0.96,1,1,0.916666667,exp3,1,0.953489626,0.916666667
brokenbar,none,trend,2,0.5,1,0.25,5d1a960338cc6a00177aae2a,28,,39681,Thu Jul 18 2019 02:10:36 GMT 0300 (Eastern European Summer Time),1,4,0.55,0.62,1,0.55,0.675,exp3,0.55,0.675,
bar,none,trend,2,0.5,-1,0.125,5d1a960338cc6a00177aae2a,29,,12797,Thu Jul 18 2019 02:10:52 GMT 0300 (Eastern European Summer Time),-1,2,1,0.95,1,1,0.9375,exp3,1,0.9375,
bar,none,trend,3,0.25,-1,0.125,5d1a960338cc6a00177aae2a,30,,391710,Thu Jul 18 2019 02:17:28 GMT 0300 (Eastern European Summer Time),-1,1,1,0.96,1,1,0.916666667,exp3,1,0.962496582,0.916666667
bottomgradbar,none,trend,2,0.5,-1,0.25,5d1a960338cc6a00177aae2a,31,,18589,Thu Jul 18 2019 02:18:15 GMT 0300 (Eastern European Summer Time),-1,5,1,0.8,1,1,0.875,exp3,1,0.875,
brokenbar,none,trend,3,0.5,1,0.125,5d1a960338cc6a00177aae2a,32,,17571,Thu Jul 18 2019 02:18:37 GMT 0300 (Eastern European Summer Time),1,2,0.55,0.65,1,0.55,0.633333333,exp3,0.55,0.594229773,0.633333333
bottomgradbar,none,trend,3,0,1,0.25,5d1a960338cc6a00177aae2a,33,,13746,Thu Jul 18 2019 02:18:54 GMT 0300 (Eastern European Summer Time),1,2,0.55,0.65,1,0.55,0.716666667,exp3,0.55,0.645041362,0.716666667
brokenbar,none,trend,2,0.25,1,0.25,5d1a960338cc6a00177aae2a,34,,37047,Thu Jul 18 2019 02:19:44 GMT 0300 (Eastern European Summer Time),1,5,0.55,0.69,1,0.55,0.675,exp3,0.55,0.675,
brokenbar,none,trend,2,0,-1,0.25,5d1a960338cc6a00177aae2a,35,,30594,Thu Jul 18 2019 02:20:23 GMT 0300 (Eastern European Summer Time),-1,4,1,0.9,1,1,0.875,exp3,1,0.875,
bottomgradbar,none,trend,3,0.5,-1,0.25,5d1a960338cc6a00177aae2a,36,,33348,Thu Jul 18 2019 02:20:59 GMT 0300 (Eastern European Summer Time),-1,5,1,0.78,1,1,0.833333333,exp3,1,0.916257825,0.833333333
bottomgradbar,none,trend,3,0.25,-1,0.25,5d1a960338cc6a00177aae2a,37,,33225,Thu Jul 18 2019 02:21:36 GMT 0300 (Eastern European Summer Time),-1,5,1,0.75,1,1,0.833333333,exp3,1,0.905106752,0.833333333
bar,none,trend,3,0,1,0.125,5d1a960338cc6a00177aae2a,38,,19342,Thu Jul 18 2019 02:21:58 GMT 0300 (Eastern European Summer Time),1,2,0.53,0.59,1,0.55,0.633333333,exp3,0.55,0.591517695,0.633333333
bar,none,trend,2,0,1,0.25,5d1a960338cc6a00177aae2a,39,,24024,Thu Jul 18 2019 02:22:27 GMT 0300 (Eastern European Summer Time),1,4,0.5,0.6,1,0.55,0.675,exp3,0.55,0.675,
brokenbar,none,trend,3,0,-1,0.25,5d1a960338cc6a00177aae2a,40,,19042,Thu Jul 18 2019 02:22:49 GMT 0300 (Eastern European Summer Time),-1,3,1,0.83,1,1,0.833333333,exp3,1,0.914853109,0.833333333
brokenbar,none,trend,3,0.25,1,0.25,5d1a960338cc6a00177aae2a,41,,19531,Thu Jul 18 2019 02:23:13 GMT 0300 (Eastern European Summer Time),1,4,0.52,0.68,1,0.55,0.716666667,exp3,0.55,0.646328328,0.716666667
bottomgradbar,none,trend,2,0.25,-1,0.125,5d1a960338cc6a00177aae2a,42,,33106,Thu Jul 18 2019 02:23:52 GMT 0300 (Eastern European Summer Time),-1,5,1,0.81,1,1,0.9375,exp3,1,0.9375,
bottomgradbar,none,trend,2,0,1,0.25,5d1a960338cc6a00177aae2a,43,,22222,Thu Jul 18 2019 02:24:20 GMT 0300 (Eastern European Summer Time),1,3,0.52,0.6,1,0.55,0.675,exp3,0.55,0.675,
bar,none,trend,2,0.25,-1,0.25,5d1a960338cc6a00177aae2a,44,,19812,Thu Jul 18 2019 02:24:43 GMT 0300 (Eastern European Summer Time),-1,5,1,0.78,1,1,0.875,exp3,1,0.875,
bottomgradbar,none,trend,3,0.5,1,0.125,5d1d288863a46c00157b44aa,1,1,55633,Wed Jul 17 2019 23:56:41 GMT 0100 (British Summer Time),1,3,0.58,0.65,1,0.55,0.633333333,exp3,0.55,0.585602387,0.633333333
brokenbar,none,trend,2,0,1,0.125,5d1d288863a46c00157b44aa,2,1,26085,Wed Jul 17 2019 23:57:10 GMT 0100 (British Summer Time),1,1,0.55,0.6,1,0.55,0.6125,exp3,0.55,0.6125,
