visType,labelType,framing,dataSize,truncationLevel,trendDirection,slope,id,index,training,rt,timestamp,qTrend,qSeverity,qFirst,qLast,correct,firstX,lastX,exp,x0,x1,x2
brokenbar,none,trend,3,0.5,1,0.25,5c3314c6f28f2600010e4e83,2,1,34407,Wed Jul 17 2019 17:24:52 GMT-0500 (Central Daylight Time),1,4,0.55,0.65,1,0.55,0.716666667,exp3,0.55,0.631653973,0.716666667
brokenbar,none,trend,2,0,-1,0.125,5c3314c6f28f2600010e4e83,3,1,15389,Wed Jul 17 2019 17:25:09 GMT-0500 (Central Daylight Time),-1,2,1,0.95,1,1,0.9375,exp3,1,0.9375,
brokenbar,none,trend,3,0,1,0.25,5c3314c6f28f2600010e4e83,4,1,15911,Wed Jul 17 2019 17:25:27 GMT-0500 (Central Daylight Time),1,2,0.5,0.7,1,0.55,0.716666667,exp3,0.55,0.638510768,0.716666667
bar,none,trend,3,0,-1,0.125,5c3314c6f28f2600010e4e83,5,1,12967,Wed Jul 17 2019 17:25:43 GMT-0500 (Central Daylight Time),-1,1,1,0.95,1,1,0.916666667,exp3,1,0.961199894,0.916666667
bottomgradbar,none,trend,3,0.5,1,0.25,5c3314c6f28f2600010e4e83,6,1,22732,Wed Jul 17 2019 17:26:08 GMT-0500 (Central Daylight Time),1,3,0.52,0.65,1,0.55,0.716666667,exp3,0.55,0.649590033,0.716666667
bottomgradbar,none,trend,3,0.5,1,0.125,5c3314c6f28f2600010e4e83,7,1,21264,Wed Jul 17 2019 17:26:31 GMT-0500 (Central Daylight Time),1,3,0.55,0.62,1,0.55,0.633333333,exp3,0.55,0.587681395,0.633333333
bar,none,trend,2,0.5,1,0.125,5c3314c6f28f2600010e4e83,8,1,10056,Wed Jul 17 2019 17:26:45 GMT-0500 (Central Daylight Time),1,3,0.55,0.65,1,0.55,0.6125,exp3,0.55,0.6125,
bar,none,trend,3,0.5,-1,0.125,5c3314c6f28f2600010e4e83,9,,17935,Wed Jul 17 2019 17:27:08 GMT-0500 (Central Daylight Time),-1,3,1,0.92,1,1,0.916666667,exp3,1,0.964071933,0.916666667
bar,none,trend,2,0.25,-1,0.25,5c3314c6f28f2600010e4e83,10,,15284,Wed Jul 17 2019 17:27:25 GMT-0500 (Central Daylight Time),-1,3,1,0.81,1,1,0.875,exp3,1,0.875,
bottomgradbar,none,trend,3,0.5,1,0.25,5c3314c6f28f2600010e4e83,11,,11790,Wed Jul 17 2019 17:27:39 GMT-0500 (Central Daylight Time),1,4,0.55,0.65,1,0.55,0.716666667,exp3,0.55,0.643387981,0.716666667
bottomgradbar,none,trend,2,0.25,1,0.25,5c3314c6f28f2600010e4e83,12,,13160,Wed Jul 17 2019 17:27:55 GMT-0500 (Central Daylight Time),1,3,0.5,0.65,1,0.55,0.675,exp3,0.55,0.675,
bar,none,trend,2,0.5,1,0.25,5c3314c6f28f2600010e4e83,13,,17606,Wed Jul 17 2019 17:28:15 GMT-0500 (Central Daylight Time),1,5,0.55,0.75,1,0.55,0.675,exp3,0.55,0.675,
bottomgradbar,none,trend,3,0.5,1,0.125,5c3314c6f28f2600010e4e83,14,,11598,Wed Jul 17 2019 17:28:37 GMT-0500 (Central Daylight Time),1,3,0.55,0.7,1,0.55,0.633333333,exp3,0.55,0.594645784,0.633333333
bar,none,trend,2,0.25,-1,0.125,5c3314c6f28f2600010e4e83,15,,15580,Wed Jul 17 2019 17:29:02 GMT-0500 (Central Daylight Time),-1,2,1,0.95,1,1,0.9375,exp3,1,0.9375,
bottomgradbar,none,trend,2,0.25,1,0.125,5c3314c6f28f2600010e4e83,16,,12164,Wed Jul 17 2019 17:29:18 GMT-0500 (Central Daylight Time),1,2,0.45,0.5,1,0.55,0.6125,exp3,0.55,0.6125,
bottomgradbar,none,trend,3,0,-1,0.25,5c3314c6f28f2600010e4e83,17,,12244,Wed Jul 17 2019 17:29:33 GMT-0500 (Central Daylight Time),-1,2,1,0.9,1,1,0.833333333,exp3,1,0.90559589,0.833333333
brokenbar,none,trend,3,0.25,1,0.125,5c3314c6f28f2600010e4e83,18,,11653,Wed Jul 17 2019 17:29:47 GMT-0500 (Central Daylight Time),1,3,0.3,0.45,1,0.55,0.633333333,exp3,0.55,0.590024195,0.633333333
bar,none,trend,2,0,-1,0.125,5c3314c6f28f2600010e4e83,19,,13111,Wed Jul 17 2019 17:30:02 GMT-0500 (Central Daylight Time),-1,3,1,0.95,1,1,0.9375,exp3,1,0.9375,
bottomgradbar,none,trend,2,0.5,1,0.125,5c3314c6f28f2600010e4e83,20,,12885,Wed Jul 17 2019 17:30:17 GMT-0500 (Central Daylight Time),1,1,0.55,0.6,1,0.55,0.6125,exp3,0.55,0.6125,
bar,none,trend,3,0.5,1,0.25,5c3314c6f28f2600010e4e83,21,,21538,Wed Jul 17 2019 17:30:40 GMT-0500 (Central Daylight Time),1,2,0.52,0.65,1,0.55,0.716666667,exp3,0.55,0.640674424,0.716666667
brokenbar,none,trend,2,0.5,1,0.25,5c3314c6f28f2600010e4e83,22,,17601,Wed Jul 17 2019 17:30:59 GMT-0500 (Central Daylight Time),1,5,0.55,0.75,1,0.55,0.675,exp3,0.55,0.675,
brokenbar,none,trend,3,0.5,1,0.25,5c3314c6f28f2600010e4e83,23,,13996,Wed Jul 17 2019 17:31:15 GMT-0500 (Central Daylight Time),1,4,0.55,0.75,1,0.55,0.716666667,exp3,0.55,0.627830172,0.716666667
bottomgradbar,none,trend,3,0.25,-1,0.25,5c3314c6f28f2600010e4e83,24,,10991,Wed Jul 17 2019 17:31:27 GMT-0500 (Central Daylight Time),-1,3,1,0.85,1,1,0.833333333,exp3,1,0.906354519,0.833333333
brokenbar,none,trend,2,0,1,0.25,5c3314c6f28f2600010e4e83,25,,28268,Wed Jul 17 2019 17:31:57 GMT-0500 (Central Daylight Time),1,3,0.5,0.7,1,0.55,0.675,exp3,0.55,0.675,
bar,none,trend,2,0.5,1,0.125,5c3314c6f28f2600010e4e83,26,,30807,Wed Jul 17 2019 17:32:32 GMT-0500 (Central Daylight Time),1,1,0.55,0.6,1,0.55,0.6125,exp3,0.55,0.6125,
bottomgradbar,none,trend,2,0.5,1,0.25,5c3314c6f28f2600010e4e83,27,,20509,Wed Jul 17 2019 17:32:54 GMT-0500 (Central Daylight Time),1,5,0.55,0.75,1,0.55,0.675,exp3,0.55,0.675,
brokenbar,none,trend,2,0.25,1,0.125,5c3314c6f28f2600010e4e83,28,,16412,Wed Jul 17 2019 17:33:12 GMT-0500 (Central Daylight Time),1,1,0.3,0.35,1,0.55,0.6125,exp3,0.55,0.6125,
bar,none,trend,3,0.25,1,0.25,5c3314c6f28f2600010e4e83,29,,28792,Wed Jul 17 2019 17:33:48 GMT-0500 (Central Daylight Time),1,2,0.4,0.55,1,0.55,0.716666667,exp3,0.55,0.651470345,0.716666667
bar,none,trend,3,0,-1,0.25,5c3314c6f28f2600010e4e83,30,,24526,Wed Jul 17 2019 17:34:25 GMT-0500 (Central Daylight Time),-1,2,1,0.9,1,1,0.833333333,exp3,1,0.895848903,0.833333333
brokenbar,none,trend,3,0,-1,0.125,5c3314c6f28f2600010e4e83,31,,33110,Wed Jul 17 2019 17:35:04 GMT-0500 (Central Daylight Time),-1,1,1,0.95,1,1,0.916666667,exp3,1,0.968009757,0.916666667
brokenbar,none,trend,2,0.25,-1,0.25,5c3314c6f28f2600010e4e83,32,,30935,Wed Jul 17 2019 17:35:48 GMT-0500 (Central Daylight Time),-1,5,1,0.85,1,1,0.875,exp3,1,0.875,
bottomgradbar,none,trend,2,0,-1,0.125,5c3314c6f28f2600010e4e83,33,,10395,Wed Jul 17 2019 17:36:00 GMT-0500 (Central Daylight Time),-1,2,1,0.95,1,1,0.9375,exp3,1,0.9375,
bar,none,trend,3,0,-1,0.125,5c3314c6f28f2600010e4e83,34,,9129,Wed Jul 17 2019 17:36:10 GMT-0500 (Central Daylight Time),-1,1,1,0.95,1,1,0.916666667,exp3,1,0.965978732,0.916666667
brokenbar,none,trend,3,0.25,-1,0.25,5c3314c6f28f2600010e4e83,35,,13330,Wed Jul 17 2019 17:36:25 GMT-0500 (Central Daylight Time),-1,3,1,0.75,1,1,0.833333333,exp3,1,0.89840482,0.833333333
brokenbar,none,trend,2,0.5,1,0.125,5c3314c6f28f2600010e4e83,36,,11272,Wed Jul 17 2019 17:36:38 GMT-0500 (Central Daylight Time),1,2,0.55,0.75,1,0.55,0.6125,exp3,0.55,0.6125,
brokenbar,none,trend,3,0,1,0.25,5c3314c6f28f2600010e4e83,37,,11814,Wed Jul 17 2019 17:36:51 GMT-0500 (Central Daylight Time),1,3,0.5,0.7,1,0.55,0.716666667,exp3,0.55,0.613348407,0.716666667
bottomgradbar,none,trend,3,0,-1,0.125,5c3314c6f28f2600010e4e83,38,,9459,Wed Jul 17 2019 17:37:03 GMT-0500 (Central Daylight Time),-1,2,1,0.95,1,1,0.916666667,exp3,1,0.952521421,0.916666667
brokenbar,none,trend,3,0.5,1,0.125,5c3314c6f28f2600010e4e83,39,,13408,Wed Jul 17 2019 17:37:18 GMT-0500 (Central Daylight Time),1,2,0.55,0.65,1,0.55,0.633333333,exp3,0.55,0.582612299,0.633333333
bottomgradbar,none,trend,3,0.25,-1,0.125,5c3314c6f28f2600010e4e83,40,,8674,Wed Jul 17 2019 17:37:28 GMT-0500 (Central Daylight Time),-1,1,1,0.95,1,1,0.916666667,exp3,1,0.952370007,0.916666667
bar,none,trend,3,0.25,1,0.125,5c3314c6f28f2600010e4e83,41,,9672,Wed Jul 17 2019 17:37:39 GMT-0500 (Central Daylight Time),1,2,0.5,0.75,1,0.55,0.633333333,exp3,0.55,0.590403051,0.633333333
brokenbar,none,trend,2,0,-1,0.125,5c3314c6f28f2600010e4e83,42,,12665,Wed Jul 17 2019 17:37:53 GMT-0500 (Central Daylight Time),-1,3,1,0.95,1,1,0.9375,exp3,1,0.9375,
bar,none,trend,2,0,-1,0.25,5c3314c6f28f2600010e4e83,43,,11490,Wed Jul 17 2019 17:38:06 GMT-0500 (Central Daylight Time),-1,4,1,0.85,1,1,0.875,exp3,1,0.875,
bottomgradbar,none,trend,2,0,1,0.25,5c3314c6f28f2600010e4e83,44,,10399,Wed Jul 17 2019 17:38:18 GMT-0500 (Central Daylight Time),1,3,0.5,0.75,1,0.55,0.675,exp3,0.55,0.675,
bottomgradbar,none,trend,3,0,1,0.25,5c3ebd84c21f060001c44e9b,1,1,42914,Wed Jul 17 2019 15:36:12 GMT-0700 (Pacific Daylight Time),1,3,0.5,0.7,1,0.55,0.716666667,exp3,0.55,0.619825985,0.716666667
bar,none,trend,3,0.5,-1,0.125,5c3ebd84c21f060001c44e9b,2,1,32114,Wed Jul 17 2019 15:36:47 GMT-0700 (Pacific Daylight Time),-1,3,1,0.8,1,1,0.916666667,exp3,1,0.959797399,0.916666667
bar,none,trend,3,0,-1,0.25,5c3ebd84c21f060001c44e9b,3,1,39147,Wed Jul 17 2019 15:37:27 GMT-0700 (Pacific Daylight Time),-1,3,1,0.8,1,1,0.833333333,exp3,1,0.931080598,0.833333333
bottomgradbar,none,trend,3,0.5,1,0.25,5c3ebd84c21f060001c44e9b,4,1,53516,Wed Jul 17 2019 15:38:22 GMT-0700 (Pacific Daylight Time),1,3,0.55,0.75,1,0.55,0.716666667,exp3,0.55,0.645539268,0.716666667
bar,none,trend,2,0.5,1,0.125,5c3ebd84c21f060001c44e9b,5,1,21178,Wed Jul 17 2019 15:38:45 GMT-0700 (Pacific Daylight Time),1,3,0.55,0.65,1,0.55,0.6125,exp3,0.55,0.6125,
bottomgradbar,none,trend,2,0,-1,0.125,5c3ebd84c21f060001c44e9b,6,1,22954,Wed Jul 17 2019 15:39:10 GMT-0700 (Pacific Daylight Time),-1,2,1,0.95,1,1,0.9375,exp3,1,0.9375,
bottomgradbar,none,trend,2,0,-1,0.125,5c3ebd84c21f060001c44e9b,7,1,16385,Wed Jul 17 2019 15:39:27 GMT-0700 (Pacific Daylight Time),-1,2,1,0.95,1,1,0.9375,exp3,1,0.9375,
bottomgradbar,none,trend,2,0.5,-1,0.25,5c3ebd84c21f060001c44e9b,8,1,66573,Wed Jul 17 2019 15:40:35 GMT-0700 (Pacific Daylight Time),-1,4,1,0.88,1,1,0.875,exp3,1,0.875,
bottomgradbar,none,trend,2,0.5,1,0.125,5c3ebd84c21f060001c44e9b,9,,35731,Wed Jul 17 2019 15:41:12 GMT-0700 (Pacific Daylight Time),1,2,0.55,0.62,1,0.55,0.6125,exp3,0.55,0.6125,
bar,none,trend,2,0.25,1,0.25,5c3ebd84c21f060001c44e9b,10,,158157,Wed Jul 17 2019 15:43:52 GMT-0700 (Pacific Daylight Time),1,3,0.5,0.65,1,0.55,0.675,exp3,0.55,0.675,
bar,none,trend,2,0,-1,0.25,5c3ebd84c21f060001c44e9b,11,,21537,Wed Jul 17 2019 15:44:15 GMT-0700 (Pacific Daylight Time),-1,3,1,0.85,1,1,0.875,exp3,1,0.875,
bar,none,trend,3,0.25,-1,0.125,5c3ebd84c21f060001c44e9b,12,,33579,Wed Jul 17 2019 15:44:50 GMT-0700 (Pacific Daylight Time),-1,3,1,0.9,1,1,0.916666667,exp3,1,0.964073712,0.916666667
brokenbar,none,trend,2,0.25,-1,0.25,5c3ebd84c21f060001c44e9b,13,,64606,Wed Jul 17 2019 15:45:56 GMT-0700 (Pacific Daylight Time),-1,3,0.95,0.75,1,1,0.875,exp3,1,0.875,
brokenbar,none,trend,2,0.5,-1,0.25,5c3ebd84c21f060001c44e9b,14,,38730,Wed Jul 17 2019 15:46:36 GMT-0700 (Pacific Daylight Time),-1,3,0.55,0.4,1,1,0.875,exp3,1,0.875,
brokenbar,none,trend,3,0.5,-1,0.125,5c3ebd84c21f060001c44e9b,15,,28090,Wed Jul 17 2019 15:47:05 GMT-0700 (Pacific Daylight Time),-1,3,0.55,0.45,1,1,0.916666667,exp3,1,0.961716687,0.916666667
brokenbar,none,trend,3,0.5,-1,0.25,5c3ebd84c21f060001c44e9b,16,,16457,Wed Jul 17 2019 15:47:23 GMT-0700 (Pacific Daylight Time),-1,3,0.55,0.35,1,1,0.833333333,exp3,1,0.912866454,0.833333333
bar,none,trend,2,0.5,1,0.125,5c3ebd84c21f060001c44e9b,17,,18258,Wed Jul 17 2019 15:47:42 GMT-0700 (Pacific Daylight Time),1,2,0.55,0.6,1,0.55,0.6125,exp3,0.55,0.6125,
bottomgradbar,none,trend,2,0,1,0.125,5c3ebd84c21f060001c44e9b,18,,12688,Wed Jul 17 2019 15:47:57 GMT-0700 (Pacific Daylight Time),1,3,0.5,0.6,1,0.55,0.6125,exp3,0.55,0.6125,
brokenbar,none,trend,3,0,1,0.125,5c3ebd84c21f060001c44e9b,19,,10201,Wed Jul 17 2019 15:48:08 GMT-0700 (Pacific Daylight Time),1,3,0.5,0.6,1,0.55,0.633333333,exp3,0.55,0.593428086,0.633333333
bottomgradbar,none,trend,2,0.5,1,0.25,5c3ebd84c21f060001c44e9b,20,,31146,Wed Jul 17 2019 15:48:41 GMT-0700 (Pacific Daylight Time),1,3,0.55,0.7,1,0.55,0.675,exp3,0.55,0.675,
brokenbar,none,trend,3,0.25,-1,0.25,5c3ebd84c21f060001c44e9b,21,,24770,Wed Jul 17 2019 15:49:07 GMT-0700 (Pacific Daylight Time),-1,3,0.8,0.65,1,1,0.833333333,exp3,1,0.904822346,0.833333333
bar,none,trend,3,0.5,-1,0.25,5c3ebd84c21f060001c44e9b,22,,28323,Wed Jul 17 2019 15:49:37 GMT-0700 (Pacific Daylight Time),-1,3,0.5,0.8,1,1,0.833333333,exp3,1,0.897740232,0.833333333
bottomgradbar,none,trend,3,0.25,1,0.25,5c3ebd84c21f060001c44e9b,23,,44148,Wed Jul 17 2019 15:50:22 GMT-0700 (Pacific Daylight Time),1,3,0.55,0.7,1,0.55,0.716666667,exp3,0.55,0.644216468,0.716666667
bar,none,trend,3,0.25,1,0.25,5c3ebd84c21f060001c44e9b,24,,20017,Wed Jul 17 2019 15:50:44 GMT-0700 (Pacific Daylight Time),1,3,0.55,0.7,1,0.55,0.716666667,exp3,0.55,0.641929579,0.716666667
brokenbar,none,trend,2,0,-1,0.25,5c3ebd84c21f060001c44e9b,25,,10281,Wed Jul 17 2019 15:50:55 GMT-0700 (Pacific Daylight Time),-1,3,1,0.85,1,1,0.875,exp3,1,0.875,
bar,none,trend,2,0.5,-1,0.25,5c3ebd84c21f060001c44e9b,26,,84478,Wed Jul 17 2019 15:52:22 GMT-0700 (Pacific Daylight Time),-1,3,1,0.85,1,1,0.875,exp3,1,0.875,
bottomgradbar,none,trend,2,0.25,-1,0.125,5c3ebd84c21f060001c44e9b,27,,22114,Wed Jul 17 2019 15:52:46 GMT-0700 (Pacific Daylight Time),-1,2,1,0.925,1,1,0.9375,exp3,1,0.9375,
bottomgradbar,none,trend,3,0.25,1,0.125,5c3ebd84c21f060001c44e9b,28,,60510,Wed Jul 17 2019 15:53:47 GMT-0700 (Pacific Daylight Time),1,2,0.55,0.62,1,0.55,0.633333333,exp3,0.55,0.59482352,0.633333333
bar,none,trend,3,0,1,0.125,5c3ebd84c21f060001c44e9b,29,,18329,Wed Jul 17 2019 15:54:08 GMT-0700 (Pacific Daylight Time),1,2,0.55,0.65,1,0.55,0.633333333,exp3,0.55,0.589265951,0.633333333
brokenbar,none,trend,2,0.5,1,0.125,5c3ebd84c21f060001c44e9b,30,,25490,Wed Jul 17 2019 15:54:34 GMT-0700 (Pacific Daylight Time),1,3,0.55,0.65,1,0.55,0.6125,exp3,0.55,0.6125,
bottomgradbar,none,trend,2,0,1,0.25,5c3ebd84c21f060001c44e9b,31,,20929,Wed Jul 17 2019 15:54:56 GMT-0700 (Pacific Daylight Time),1,3,0.55,0.7,1,0.55,0.675,exp3,0.55,0.675,
bar,none,trend,3,0.5,1,0.125,5c3ebd84c21f060001c44e9b,32,,18649,Wed Jul 17 2019 15:55:16 GMT-0700 (Pacific Daylight Time),1,3,0.55,0.65,1,0.55,0.633333333,exp3,0.55,0.601532626,0.633333333
brokenbar,none,trend,2,0,1,0.125,5c3ebd84c21f060001c44e9b,33,,28850,Wed Jul 17 2019 15:55:46 GMT-0700 (Pacific Daylight Time),1,2,0.6,0.65,1,0.55,0.6125,exp3,0.55,0.6125,
bar,none,trend,2,0.25,-1,0.125,5c3ebd84c21f060001c44e9b,34,,10801,Wed Jul 17 2019 15:55:58 GMT-0700 (Pacific Daylight Time),-1,3,1,0.9,1,1,0.9375,exp3,1,0.9375,
bottomgradbar,none,trend,3,0.5,-1,0.125,5c3ebd84c21f060001c44e9b,35,,42475,Wed Jul 17 2019 15:56:42 GMT-0700 (Pacific Daylight Time),-1,2,1,0.875,1,1,0.916666667,exp3,1,0.964138936,0.916666667
brokenbar,none,trend,2,0.25,1,0.125,5c3ebd84c21f060001c44e9b,36,,16906,Wed Jul 17 2019 15:57:00 GMT-0700 (Pacific Daylight Time),1,2,0.55,0.62,1,0.55,0.6125,exp3,0.55,0.6125,
brokenbar,none,trend,3,0,-1,0.25,5c3ebd84c21f060001c44e9b,37,,17097,Wed Jul 17 2019 15:57:18 GMT-0700 (Pacific Daylight Time),-1,3,1,0.8,1,1,0.833333333,exp3,1,0.914326034,0.833333333
bar,none,trend,2,0,1,0.125,5c3ebd84c21f060001c44e9b,38,,12865,Wed Jul 17 2019 15:57:33 GMT-0700 (Pacific Daylight Time),1,2,0.55,0.6,1,0.55,0.6125,exp3,0.55,0.6125,
bar,none,trend,3,0,1,0.25,5c3ebd84c21f060001c44e9b,39,,20530,Wed Jul 17 2019 15:57:54 GMT-0700 (Pacific Daylight Time),1,3,0.55,0.75,1,0.55,0.716666667,exp3,0.55,0.640696849,0.716666667
brokenbar,none,trend,3,0.25,1,0.125,5c3ebd84c21f060001c44e9b,40,,15345,Wed Jul 17 2019 15:58:11 GMT-0700 (Pacific Daylight Time),1,2,0.55,0.62,1,0.55,0.633333333,exp3,0.55,0.590575984,0.633333333
bottomgradbar,none,trend,3,0.5,1,0.25,5c3ebd84c21f060001c44e9b,41,,28745,Wed Jul 17 2019 15:58:40 GMT-0700 (Pacific Daylight Time),1,3,0.55,0.72,1,0.55,0.716666667,exp3,0.55,0.640727547,0.716666667
bottomgradbar,none,trend,3,0,1,0.125,5c3ebd84c21f060001c44e9b,42,,18938,Wed Jul 17 2019 15:59:00 GMT-0700 (Pacific Daylight Time),1,2,0.55,0.65,1,0.55,0.633333333,exp3,0.55,0.589415489,0.633333333
bottomgradbar,none,trend,2,0.25,-1,0.25,5c3ebd84c21f060001c44e9b,43,,20818,Wed Jul 17 2019 15:59:22 GMT-0700 (Pacific Daylight Time),-1,4,1,0.85,1,1,0.875,exp3,1,0.875,
bottomgradbar,none,trend,3,0,-1,0.25,5c3ebd84c21f060001c44e9b,44,,10809,Wed Jul 17 2019 15:59:34 GMT-0700 (Pacific Daylight Time),-1,3,1,0.85,1,1,0.833333333,exp3,1,0.935733214,0.833333333
bar,none,trend,2,0.5,1,0.125,5c6a3c721519ac0001668582,1,1,25043,Wed Jul 17 2019 15:37:41 GMT-0700 (Pacific Daylight Time),1,5,0.6,0.65,1,0.55,0.6125,exp3,0.55,0.6125,
bottomgradbar,none,trend,2,0.5,1,0.25,5c6a3c721519ac0001668582,2,1,28053,Wed Jul 17 2019 15:38:11 GMT-0700 (Pacific Daylight Time),1,5,0.55,0.65,1,0.55,0.675,exp3,0.55,0.675,
bar,none,trend,3,0,1,0.25,5c6a3c721519ac0001668582,3,1,19414,Wed Jul 17 2019 15:38:31 GMT-0700 (Pacific Daylight Time),1,4,0.5,0.75,1,0.55,0.716666667,exp3,0.55,0.626453347,0.716666667
bar,none,trend,2,0,1,0.125,5c6a3c721519ac0001668582,4,1,20755,Wed Jul 17 2019 15:38:53 GMT-0700 (Pacific Daylight Time),1,2,0.5,0.6,1,0.55,0.6125,exp3,0.55,0.6125,
brokenbar,none,trend,2,0,-1,0.25,5c6a3c721519ac0001668582,5,1,158268,Wed Jul 17 2019 15:41:32 GMT-0700 (Pacific Daylight Time),-1,2,1,0.9,1,1,0.875,exp3,1,0.875,
bottomgradbar,none,trend,3,0.5,-1,0.25,5c6a3c721519ac0001668582,6,1,8823,Wed Jul 17 2019 15:41:42 GMT-0700 (Pacific Daylight Time),-1,5,1,0.75,1,1,0.833333333,exp3,1,0.913601673,0.833333333
bottomgradbar,none,trend,3,0,-1,0.125,5c6a3c721519ac0001668582,7,1,6999,Wed Jul 17 2019 15:41:51 GMT-0700 (Pacific Daylight Time),-1,1,1,0.9,1,1,0.916666667,exp3,1,0.967777088,0.916666667
bottomgradbar,none,trend,3,0.5,1,0.125,5c6a3c721519ac0001668582,8,1,17672,Wed Jul 17 2019 15:42:10 GMT-0700 (Pacific Daylight Time),1,3,0.55,0.6,1,0.55,0.633333333,exp3,0.55,0.593852154,0.633333333
bottomgradbar,none,trend,2,0.5,-1,0.125,5c6a3c721519ac0001668582,9,,11272,Wed Jul 17 2019 15:42:22 GMT-0700 (Pacific Daylight Time),-1,3,1,0.8,1,1,0.9375,exp3,1,0.9375,
brokenbar,none,trend,3,0.25,-1,0.25,5c6a3c721519ac0001668582,10,,16907,Wed Jul 17 2019 15:42:42 GMT-0700 (Pacific Daylight Time),-1,2,1,0.8,1,1,0.833333333,exp3,1,0.930661477,0.833333333
bar,none,trend,2,0.25,-1,0.25,5c6a3c721519ac0001668582,11,,10092,Wed Jul 17 2019 15:43:04 GMT-0700 (Pacific Daylight Time),-1,3,1,0.8,1,1,0.875,exp3,1,0.875,
bar,none,trend,2,0.5,1,0.25,5c6a3c721519ac0001668582,12,,26555,Wed Jul 17 2019 15:44:28 GMT-0700 (Pacific Daylight Time),1,3,0.6,0.65,1,0.55,0.675,exp3,0.55,0.675,
brokenbar,none,trend,2,0.25,1,0.125,5c6a3c721519ac0001668582,13,,19948,Wed Jul 17 2019 15:44:56 GMT-0700 (Pacific Daylight Time),1,3,0.45,0.5,1,0.55,0.6125,exp3,0.55,0.6125,
bottomgradbar,none,trend,3,0.25,1,0.25,5c6a3c721519ac0001668582,14,,72862,Wed Jul 17 2019 15:46:22 GMT-0700 (Pacific Daylight Time),1,3,0.4,0.6,1,0.55,0.716666667,exp3,0.55,0.651289848,0.716666667
bottomgradbar,none,trend,2,0,1,0.125,5c6a3c721519ac0001668582,15,,7364,Wed Jul 17 2019 15:46:30 GMT-0700 (Pacific Daylight Time),1,2,0.5,0.55,1,0.55,0.6125,exp3,0.55,0.6125,
bar,none,trend,3,0.25,1,0.125,5c6a3c721519ac0001668582,16,,28274,Wed Jul 17 2019 15:47:05 GMT-0700 (Pacific Daylight Time),1,2,0.45,0.55,1,0.55,0.633333333,exp3,0.55,0.588741163,0.633333333
brokenbar,none,trend,3,0.5,1,0.25,5c6a3c721519ac0001668582,17,,68620,Wed Jul 17 2019 15:48:15 GMT-0700 (Pacific Daylight Time),1,5,0.55,0.75,1,0.55,0.716666667,exp3,0.55,0.640126078,0.716666667
brokenbar,none,trend,2,0.25,1,0.25,5c6a3c721519ac0001668582,18,,9540,Wed Jul 17 2019 15:48:26 GMT-0700 (Pacific Daylight Time),1,4,0.4,0.6,1,0.55,0.675,exp3,0.55,0.675,
bottomgradbar,none,trend,2,0.25,1,0.25,5c6a3c721519ac0001668582,19,,133206,Wed Jul 17 2019 15:50:40 GMT-0700 (Pacific Daylight Time),1,3,0.4,0.65,1,0.55,0.675,exp3,0.55,0.675,
bottomgradbar,none,trend,3,0.5,-1,0.125,5c6a3c721519ac0001668582,20,,35461,Wed Jul 17 2019 15:51:17 GMT-0700 (Pacific Daylight Time),-1,2,1,0.85,1,1,0.916666667,exp3,1,0.964159632,0.916666667
brokenbar,none,trend,2,0.5,-1,0.25,5c6a3c721519ac0001668582,21,,8210,Wed Jul 17 2019 15:51:26 GMT-0700 (Pacific Daylight Time),-1,5,1,0.75,1,1,0.875,exp3,1,0.875,
bar,none,trend,3,0.25,1,0.25,5c6a3c721519ac0001668582,22,,200816,Wed Jul 17 2019 15:54:58 GMT-0700 (Pacific Daylight Time),1,4,0.4,0.6,1,0.55,0.716666667,exp3,0.55,0.639136771,0.716666667
bar,none,trend,2,0,1,0.25,5c6a3c721519ac0001668582,23,,38898,Wed Jul 17 2019 15:55:43 GMT-0700 (Pacific Daylight Time),1,4,0.5,0.6,1,0.55,0.675,exp3,0.55,0.675,
brokenbar,none,trend,3,0.5,1,0.125,5c6a3c721519ac0001668582,24,,7709,Wed Jul 17 2019 15:55:51 GMT-0700 (Pacific Daylight Time),1,3,0.55,0.6,1,0.55,0.633333333,exp3,0.55,0.581322702,0.633333333
bottomgradbar,none,trend,2,0,1,0.25,5c6a3c721519ac0001668582,25,,5248,Wed Jul 17 2019 15:55:57 GMT-0700 (Pacific Daylight Time),1,3,0.5,0.7,1,0.55,0.675,exp3,0.55,0.675,
bar,none,trend,3,0.5,1,0.125,5c6a3c721519ac0001668582,26,,7548,Wed Jul 17 2019 15:56:05 GMT-0700 (Pacific Daylight Time),1,1,0.55,0.6,1,0.55,0.633333333,exp3,0.55,0.596464474,0.633333333
bottomgradbar,none,trend,2,0.5,-1,0.25,5c6a3c721519ac0001668582,27,,6847,Wed Jul 17 2019 15:56:14 GMT-0700 (Pacific Daylight Time),-1,2,1,0.8,1,1,0.875,exp3,1,0.875,
bar,none,trend,2,0.25,-1,0.125,5c6a3c721519ac0001668582,28,,6924,Wed Jul 17 2019 15:56:22 GMT-0700 (Pacific Daylight Time),-1,3,1,0.9,1,1,0.9375,exp3,1,0.9375,
brokenbar,none,trend,2,0,-1,0.25,5c6a3c721519ac0001668582,29,,6567,Wed Jul 17 2019 15:56:29 GMT-0700 (Pacific Daylight Time),-1,1,1,0.85,1,1,0.875,exp3,1,0.875,
